household_id,year,month,bill_amount,estimated_kwh,total_duration_hours,total_power_watt,active_device_count
44,2024,2,397013.33,406.127,7.29,1921.8,15
44,2024,3,506079.34,483.061,7.24,2153.41,17
44,2024,4,680564.32,714.514,5.4,4408.27,18
44,2024,5,561157.73,231.357,3.35,2229.96,11
44,2024,6,512518.07,274.887,4.58,2000.86,17
44,2024,7,418117.18,229.237,6.1,1211.81,14
44,2024,8,283123.37,81.362,4.38,599.67,6
44,2024,9,414417.13,402.873,6.81,1970.74,8
44,2024,10,438471.9,352.139,9.52,1192.6,13
44,2024,11,465210.84,405.485,6.07,2227.14,13
44,2024,12,562219.25,509.323,4.5,3650.72,20
44,2025,1,412864.28,138.088,6.13,727.13,9
44,2025,2,371527.26,173.358,3.57,1732.61,11
44,2025,3,870287.5,1060.559,9.41,3634.07,14
44,2025,4,787382.53,370.828,5.23,2362.43,10
44,2025,5,604927.48,113.929,3.12,1178.76,7
44,2025,6,506209.05,280.499,4.27,2189.59,16
44,2025,7,627720.98,650.349,6.06,3463.05,16
44,2025,8,850824.71,836.992,8.7,3102.2,19
44,2025,9,814386.51,570.226,7.05,2694.91,17
44,2025,10,888848.95,763.821,9.58,2570.81,15
44,2025,11,669660.25,276.965,6.78,1360.87,8
44,2025,12,592729.14,276.419,7.65,1164.93,9
45,2024,1,718436.38,774.295,8.51,2935.84,19
45,2024,2,629022.63,241.537,7.78,1071.09,8
45,2024,3,458034.95,142.261,3.08,1492.24,16
45,2024,4,758335.09,811.257,5.97,4525.94,19
45,2024,5,575868.2,148.538,3.97,1208.37,9
45,2024,6,549921.19,319.681,4.41,2415.34,11
45,2024,7,504894.82,285.941,9.65,956.14,10
45,2024,8,371873.25,90.447,4.95,589.31,7
45,2024,9,413909.42,452.588,7.64,1975.81,9
45,2024,10,386233.23,208.941,6.1,1105.34,9
45,2024,11,572661.84,611.33,7.09,2873.61,14
45,2024,12,570668.51,259.78,7.76,1079.48,9
45,2025,1,662438.68,629.144,7.22,2811.46,15
45,2025,2,533958.32,171.263,3.76,1625.28,7
45,2025,3,494875.2,278.137,4.96,1807.56,15
45,2025,4,750449.95,820.445,6.37,4295.73,21
45,2025,5,851615.8,672.054,6.49,3339.47,15
45,2025,6,1187600.3,1138.804,7.97,4762.18,20
45,2025,7,964510.22,369.254,4.52,2637.02,13
45,2025,8,785331.11,311.536,9.59,1048.12,7
45,2025,9,808480.3,623.93,9.44,2202.49,11
45,2025,10,814109.11,625.693,9.16,2203.83,17
45,2025,11,879806.61,764.444,8.02,3178.56,19
45,2025,12,762960.17,408.227,8.51,1546.89,8
46,2024,1,548854.33,871.266,7.42,3786.93,18
46,2024,2,468384.46,204.843,7.17,985.63,11
46,2024,3,739286.48,688.839,8.48,2619.86,14
46,2024,4,735672.31,535.341,8.19,2178.11,18
46,2024,5,721352.56,513.705,9.01,1839.05,15
46,2024,6,545990.49,205.86,4.11,1669.08,8
46,2024,7,459982.87,162.825,3.06,1713.86,14
46,2024,8,382404.89,175.519,7.35,770.47,9
46,2024,9,446953.26,352.287,7.08,1659.73,7
46,2024,10,454554.42,316.259,8.68,1174.9,10
46,2024,11,414024.56,302.744,4.12,2446.8,18
46,2024,12,439599.71,208.162,4.33,1551.67,8
46,2025,1,603866.81,689.652,7.93,2806.68,12
46,2025,2,445084.53,70.342,4.18,601.19,5
46,2025,3,511411.31,395.486,7.64,1669.74,14
46,2025,4,484314.76,240.365,6.08,1318.42,15
46,2025,5,514325.35,417.222,4.64,2897.71,19
46,2025,6,560414.55,442.895,4.38,3371.54,16
46,2025,7,683730.09,636.457,6.06,3386.75,18
46,2025,8,868386.16,711.116,7.41,3097.13,13
46,2025,9,789263.84,532.292,7.14,2483.62,18
46,2025,10,626110.07,288.56,3.32,2799.55,12
46,2025,11,565959.75,282.067,4.33,2171.08,9
46,2025,12,432002.92,124.036,4.06,986.67,8
47,2024,1,340249.19,232.086,8.81,849.36,7
47,2024,2,506838.54,437.113,5.95,2532.48,21
47,2024,3,506393.41,384.535,6.84,1812.21,14
47,2024,4,420887.04,203.136,4.18,1619.77,18
47,2024,5,657862.31,602.994,6.59,2951.35,12
47,2024,6,547551.9,177.68,6.52,908.07,7
47,2024,7,611523.63,419.502,9.89,1368.26,8
47,2024,8,490462.47,216.753,5.45,1282.95,12
47,2024,9,404788.3,187.554,3.36,1860.07,12
47,2024,10,560884.4,567.528,5.91,3095.49,14
47,2024,11,593867.16,632.256,5.41,3898.72,18
47,2024,12,674274.14,524.037,7.83,2160.13,12
47,2025,1,669360.33,597.72,5.06,3809.11,21
47,2025,2,816894.76,748.342,6.15,4343.1,19
47,2025,3,772493.31,420.57,4.2,3228.44,14
47,2025,4,762638.73,369.9,3.82,3230.35,13
47,2025,5,679082.35,327.421,6.54,1614.23,18
47,2025,6,771644.62,585.883,6.88,2838.55,18
47,2025,7,816126.93,518.837,9.42,1777.31,15
47,2025,8,666644.62,188.222,4.54,1338.4,12
47,2025,9,486811.38,156.119,4.59,1133.33,13
47,2025,10,385583.86,147.075,5.23,906.66,5
47,2025,11,495868.08,462.019,6.38,2412.63,10
47,2025,12,554428.63,422.779,3.62,3771.84,19
48,2024,1,291435.85,336.476,7.13,1523.01,11
48,2024,2,345194.47,358.841,9.58,1292.08,5
48,2024,3,575185.81,548.632,5.56,3180.43,15
48,2024,4,841778.36,740.191,7.38,3343.33,16
48,2024,5,645683.84,203.164,4.34,1508.39,17
48,2024,6,568555.93,279.647,7.61,1225.68,7
48,2024,7,466184.86,227.001,9.06,807.95,9
48,2024,8,720624.88,837.936,7.01,3857.36,16
48,2024,9,979703.17,941.521,9.16,3425.28,17
48,2024,10,763104.22,254.949,8.27,994.08,7
48,2024,11,645584.24,330.025,6.21,1770.26,16
48,2024,12,477599.94,184.427,9.51,625.63,7
48,2025,1,759010.05,749.436,9.74,2482.36,20
48,2025,2,632519.25,303.901,5.63,1929.26,12
48,2025,3,452758.18,126.797,6.93,590.56,6
48,2025,4,404377.37,213.136,6.1,1165.45,7
48,2025,5,502049.59,359.201,8.6,1347.07,11
48,2025,6,511672.9,293.114,7.99,1223.24,8
48,2025,7,493503.13,376.483,6.95,1746.47,11
48,2025,8,373081.28,121.321,4.83,810.42,6
48,2025,9,311257.66,64.884,3.72,581.31,5
48,2025,10,294850.04,176.64,4.81,1185.41,13
48,2025,11,427903.03,471.569,5.96,2637.26,14
48,2025,12,650618.02,823.911,7.1,3745.73,19
49,2024,1,474853.9,352.527,9.09,1251.17,9
49,2024,2,547323.78,333.676,9.13,1260.71,5
49,2024,3,642310.78,519.034,7.04,2377.81,11
49,2024,4,728613.79,677.714,9.7,2328.16,11
49,2024,5,516729.93,108.869,3.79,927.6,8
49,2024,6,530304.97,324.075,7.26,1488.12,11
49,2024,7,709677.27,724.612,8.34,2803.78,14
49,2024,8,654103.03,351.649,4.84,2345.62,19
49,2024,9,509867.02,202.807,5.35,1264.04,6
49,2024,10,607565.18,611.424,5.06,3896.48,15
49,2024,11,482399.53,224.229,5.43,1376.81,11
49,2024,12,431228.57,184.611,3.28,1815.49,12
49,2025,1,481084.89,374.671,7.44,1624.64,17
49,2025,2,356406.73,119.622,4.02,1061.49,10
49,2025,3,602287.55,661.947,8.36,2553.93,18
49,2025,4,541405.63,215.902,5.5,1307.38,12
49,2025,5,653123.61,596.937,4.94,3898.05,17
49,2025,6,862483.2,802.955,7.08,3781.99,16
49,2025,7,965020.01,816.345,7.66,3436.36,16
49,2025,8,1072391.6,863.883,7.6,3664.66,17
49,2025,9,837876.5,332.307,5.92,1872.15,10
49,2025,10,714238.48,430.349,3.54,3920.58,20
49,2025,11,793686.14,587.617,5.99,3267.29,13
49,2025,12,704661.39,340.8,4.02,2736.51,20
50,2024,1,442636.54,180.59,4.79,1216.33,6
50,2024,2,576997.34,482.223,4.53,3667.63,16
50,2024,3,735235.93,676.021,8.45,2579.59,21
50,2024,4,688408.55,369.788,9.51,1295.96,8
50,2024,5,787847.56,581.176,6.04,3105.89,19
50,2024,6,822589.53,682.501,7.81,2911.13,21
50,2024,7,673258.45,167.532,4.03,1342.42,9
50,2024,8,529392.78,147.821,4.14,1150.7,8
50,2024,9,681051.96,700.262,5.32,4388.93,20
50,2024,10,531186.25,147.59,3.22,1479.04,9
50,2024,11,419871.25,143.875,6.43,746.32,5
50,2024,12,611583.13,635.717,7.52,2726.29,11
50,2025,1,649767.86,481.372,5.5,2822.7,15
50,2025,2,744893.47,713.368,8.12,3136.95,20
50,2025,3,719307.55,411.801,4.09,3248.84,13
50,2025,4,757753.87,445.892,8.17,1818.93,8
50,2025,5,642713.37,270.468,6.76,1290.31,9
50,2025,6,860049.69,860.628,8.23,3484.66,19
50,2025,7,790124.59,392.021,7.52,1681.26,15
50,2025,8,686169.56,333.158,3.77,2846.99,14
50,2025,9,705622.23,580.631,8.57,2257.58,10
50,2025,10,476840.56,112.132,7.43,486.96,5
50,2025,11,509898.47,427.137,3.9,3652.58,18
50,2025,12,531144.63,453.869,9.99,1465.26,8
51,2024,1,1016252.66,1391.653,9.39,4781.81,20
51,2024,2,877596.56,404.344,8.22,1695.97,11
51,2024,3,1020168.12,773.214,9.02,2764.31,20
51,2024,4,708696.01,115.461,3.16,1216.14,9
51,2024,5,707941.59,344.271,7.38,1504.33,15
51,2024,6,637448.18,249.571,5.8,1434.27,13
51,2024,7,649599.9,412.561,6.28,2120.32,12
51,2024,8,509017.44,201.998,4.23,1539.6,6
51,2024,9,473862.96,341.479,4.75,2397.91,15
51,2024,10,581826.98,533.61,9.41,1829.89,14
51,2024,11,711981.38,782.829,6.63,3934.78,17
51,2024,12,599151.76,339.538,5.09,2153.9,10
51,2025,1,913765.61,913.429,6.85,4303.16,17
51,2025,2,630400.8,126.142,5.03,895.58,5
51,2025,3,658070.61,452.954,5.02,2913.53,18
51,2025,4,701180.43,409.329,7.63,1787.16,16
51,2025,5,733352.01,352.266,4.04,2809.32,14
51,2025,6,577923.96,124.423,4.22,982.16,10
51,2025,7,510400.56,219.117,4.36,1621.65,15
51,2025,8,498732.41,269.158,6.51,1334.0,16
51,2025,9,482573.49,298.038,7.74,1284.01,5
51,2025,10,408872.68,254.051,5.69,1439.79,7
51,2025,11,632259.21,893.966,6.98,4268.8,17
51,2025,12,751323.79,600.967,5.99,3237.96,17
52,2024,1,720543.97,1131.737,9.41,3880.97,20
52,2024,2,679068.23,451.643,6.72,2316.99,14
52,2024,3,641780.74,458.287,6.9,2143.81,12
52,2024,4,767070.62,751.325,7.96,3144.95,20
52,2024,5,942249.81,813.606,7.39,3551.53,18
52,2024,6,805433.12,450.36,7.24,2073.73,9
52,2024,7,691711.43,398.273,7.3,1759.47,9
52,2024,8,709635.01,551.516,8.38,2122.73,10
52,2024,9,512044.85,180.357,5.95,1011.23,9
52,2024,10,503983.88,360.605,4.84,2404.38,12
52,2024,11,490729.83,309.785,8.58,1203.69,8
52,2024,12,500589.26,382.889,4.59,2689.24,14
52,2025,1,694815.49,674.926,9.18,2370.71,21
52,2025,2,554354.71,244.411,5.02,1738.42,12
52,2025,3,627917.46,477.374,8.23,1871.77,18
52,2025,4,616831.28,369.75,3.91,3151.91,18
52,2025,5,1105887.11,1190.125,7.6,5051.34,21
52,2025,6,917444.75,353.073,5.53,2127.54,9
52,2025,7,839578.46,359.392,7.05,1645.27,15
52,2025,8,898605.68,821.59,5.61,4723.29,20
52,2025,9,653631.35,164.53,3.49,1571.95,19
52,2025,10,674142.63,610.282,6.82,2886.81,12
52,2025,11,649275.14,454.704,5.04,3008.68,14
52,2025,12,710022.79,464.777,3.38,4440.98,19
53,2024,1,491678.12,678.268,5.9,3707.25,21
53,2024,2,520525.42,325.802,7.31,1536.33,17
53,2024,3,472028.86,235.231,3.73,2034.89,10
53,2024,4,616126.98,602.799,3.69,5447.74,21
53,2024,5,562189.74,263.978,9.22,923.41,10
53,2024,6,489830.79,186.527,5.26,1182.55,6
53,2024,7,544358.78,403.686,7.77,1676.86,7
53,2024,8,632535.03,511.296,7.29,2262.72,9
53,2024,9,590096.15,329.224,7.48,1466.66,7
53,2024,10,472498.88,239.747,3.47,2226.52,11
53,2024,11,433862.86,273.196,3.26,2795.48,11
53,2024,12,548852.54,505.283,3.6,4525.91,21
53,2025,1,468835.66,218.84,3.37,2093.44,17
53,2025,2,723435.55,741.911,9.52,2782.47,13
53,2025,3,899759.82,678.786,5.46,4009.64,21
53,2025,4,824098.48,368.567,4.7,2614.17,11
53,2025,5,840872.43,483.971,6.84,2281.49,11
53,2025,6,718161.95,387.254,9.96,1295.97,5
53,2025,7,877722.58,784.942,9.15,2765.9,13
53,2025,8,777162.01,398.307,8.74,1470.1,9
53,2025,9,681246.48,339.242,7.38,1532.62,7
53,2025,10,568562.31,213.389,5.77,1192.36,6
53,2025,11,678984.37,571.886,6.56,2905.34,16
53,2025,12,657514.28,415.729,3.44,3900.86,17
54,2024,1,527747.16,647.705,6.67,3134.66,15
54,2024,2,478090.64,294.486,5.46,1861.49,16
54,2024,3,474257.45,274.279,4.22,2097.65,10
54,2024,4,615382.92,549.79,4.74,3868.6,19
54,2024,5,532077.48,243.02,5.33,1470.78,11
54,2024,6,607880.12,426.067,9.12,1557.61,16
54,2024,7,492691.22,146.578,5.33,887.15,6
54,2024,8,552252.06,373.366,9.22,1305.68,8
54,2024,9,955869.51,1124.879,9.96,3763.13,17
54,2024,10,673469.3,76.944,3.3,751.36,6
54,2024,11,648021.84,411.427,4.77,2876.82,16
54,2024,12,789434.74,643.97,8.14,2551.67,13
54,2025,1,648057.06,277.544,3.9,2296.78,11
54,2025,2,571414.45,269.575,3.84,2509.8,19
54,2025,3,474469.11,149.13,4.23,1135.98,6
54,2025,4,410734.53,242.244,4.56,1769.05,13
54,2025,5,348583.05,144.043,4.82,963.22,11
54,2025,6,435334.67,362.848,9.77,1238.56,13
54,2025,7,489925.97,311.202,8.44,1189.42,14
54,2025,8,503949.09,353.84,3.43,3329.78,19
54,2025,9,692660.82,671.265,6.25,3577.73,16
54,2025,10,569719.98,210.479,5.05,1345.65,7
54,2025,11,568467.4,361.194,4.91,2453.11,14
54,2025,12,534248.45,351.071,8.44,1341.77,6
55,2024,1,531465.69,544.178,5.12,3430.95,16
55,2024,2,507267.27,287.671,8.72,1137.46,5
55,2024,3,386212.93,119.726,5.17,747.6,6
55,2024,4,530748.86,529.026,4.68,3769.06,21
55,2024,5,820869.79,954.144,7.16,4298.56,21
55,2024,6,623695.32,239.676,4.85,1647.48,19
55,2024,7,665950.63,465.056,5.43,2763.16,14
55,2024,8,538388.3,180.815,6.01,970.25,11
55,2024,9,423990.14,186.066,5.16,1201.5,6
55,2024,10,421684.43,163.142,5.17,1017.36,6
55,2024,11,370940.98,173.968,7.35,789.4,6
55,2024,12,454252.09,332.96,6.75,1591.65,18
55,2025,1,565271.02,580.173,5.41,3456.41,16
55,2025,2,539037.77,258.215,6.77,1361.25,8
55,2025,3,497173.87,223.842,3.3,2188.72,15
55,2025,4,481453.23,301.187,3.76,2671.8,16
55,2025,5,565708.91,383.439,5.63,2195.44,12
55,2025,6,1044094.09,1231.318,8.73,4700.45,20
55,2025,7,988441.19,519.094,7.59,2206.88,13
55,2025,8,839585.08,362.61,8.32,1405.82,6
55,2025,9,561881.2,72.832,3.41,711.81,7
55,2025,10,878493.01,958.936,9.64,3208.39,15
55,2025,11,1158652.68,1077.189,8.87,4047.85,17
55,2025,12,869338.18,207.527,9.47,707.16,7
56,2024,1,385264.41,232.596,9.96,753.43,9
56,2024,2,326521.11,120.955,4.54,918.55,7
56,2024,3,901815.64,1226.214,9.98,3964.78,18
56,2024,4,631629.97,83.015,3.67,753.48,5
56,2024,5,852361.23,839.451,8.94,3027.81,17
56,2024,6,630418.68,123.206,3.94,1042.57,12
56,2024,7,504006.49,210.428,5.82,1165.92,6
56,2024,8,691911.26,788.096,9.09,2796.69,20
56,2024,9,517649.07,147.908,9.43,522.82,5
56,2024,10,468839.3,273.382,8.68,1016.44,9
56,2024,11,489687.92,398.698,8.99,1477.79,16
56,2024,12,435467.66,223.697,3.58,2013.95,11
56,2025,1,411649.23,270.708,5.44,1605.13,13
56,2025,2,435905.93,268.797,7.31,1312.56,13
56,2025,3,476846.93,326.866,6.76,1559.14,17
56,2025,4,501796.35,259.73,4.38,1974.67,11
56,2025,5,1041457.78,1319.7,9.86,4318.23,17
56,2025,6,808662.47,243.308,3.59,2256.69,12
56,2025,7,686602.82,318.648,8.34,1232.68,8
56,2025,8,636618.72,460.119,3.0,4942.71,21
56,2025,9,456494.65,102.943,3.46,990.55,7
56,2025,10,444716.45,333.667,3.82,2820.23,16
56,2025,11,404512.72,202.768,5.3,1274.22,10
56,2025,12,354279.32,257.932,4.28,1942.99,17
57,2024,1,596849.78,793.573,7.28,3514.15,18
57,2024,2,533598.3,227.63,9.43,832.47,6
57,2024,3,416243.32,200.851,4.98,1300.7,9
57,2024,4,382451.68,271.514,3.3,2740.92,17
57,2024,5,365580.69,211.768,5.39,1267.93,7
57,2024,6,574518.45,683.959,7.22,3158.85,16
57,2024,7,478474.23,237.555,5.97,1282.88,5
57,2024,8,761839.09,771.628,9.93,2505.57,16
57,2024,9,646749.19,323.264,3.26,3308.41,21
57,2024,10,626240.13,297.683,4.39,2187.92,11
57,2024,11,562008.28,293.574,7.28,1344.82,7
57,2024,12,452341.96,205.528,6.4,1035.64,9
57,2025,1,450461.6,267.617,6.22,1387.99,13
57,2025,2,575110.68,591.131,6.91,3054.57,18
57,2025,3,572131.36,448.01,5.03,2873.52,19
57,2025,4,570985.89,339.839,8.25,1373.11,16
57,2025,5,608567.33,450.772,6.73,2159.44,20
57,2025,6,547501.93,261.662,6.11,1426.9,9
57,2025,7,386342.34,101.004,3.79,858.77,5
57,2025,8,314197.17,211.418,6.04,1129.83,7
57,2025,9,403572.67,415.248,5.46,2532.97,21
57,2025,10,755049.31,991.387,8.87,3606.59,18
57,2025,11,565666.22,111.083,8.54,433.49,5
57,2025,12,678966.22,601.175,9.74,1990.09,8
58,2024,1,500931.75,214.51,5.5,1258.32,8
58,2024,2,401414.95,172.681,3.78,1577.28,8
58,2024,3,310936.72,65.96,3.38,629.48,6
58,2024,4,488944.86,488.006,3.52,4618.11,20
58,2024,5,403810.57,160.94,4.55,1141.26,7
58,2024,6,327556.85,104.811,8.09,431.85,5
58,2024,7,310083.26,188.64,8.39,725.44,8
58,2024,8,429916.03,446.879,8.87,1625.12,17
58,2024,9,482063.74,310.779,9.24,1121.69,8
58,2024,10,1023012.3,1574.613,9.94,5111.49,21
58,2024,11,857050.97,291.16,4.95,1959.87,10
58,2024,12,826196.89,630.574,6.65,3058.62,18
58,2025,1,1038838.64,1078.221,8.94,3890.39,19
58,2025,2,781648.32,162.203,8.92,649.32,6
58,2025,3,669490.61,249.45,6.72,1197.35,7
58,2025,4,715866.52,416.706,4.62,3008.94,16
58,2025,5,645763.64,224.497,4.29,1688.07,9
58,2025,6,470548.39,130.396,4.75,915.29,6
58,2025,7,518772.84,377.459,8.22,1480.57,9
58,2025,8,423406.82,229.928,4.06,1828.46,13
58,2025,9,697392.77,926.117,6.16,5009.44,21
58,2025,10,1075859.19,1263.113,8.09,5036.94,20
58,2025,11,1302839.3,1228.694,8.34,4909.37,20
58,2025,12,1133388.25,502.434,5.3,3059.62,18
59,2024,1,486424.98,562.242,6.64,2731.31,14
59,2024,2,427846.57,252.819,6.03,1446.22,10
59,2024,3,412980.84,174.04,3.36,1670.27,7
59,2024,4,417825.38,279.011,4.43,2098.78,16
59,2024,5,486928.56,361.777,7.94,1469.77,9
59,2024,6,456419.76,245.218,4.21,1940.04,9
59,2024,7,412998.42,244.802,4.41,1790.07,7
59,2024,8,325235.87,117.275,3.93,961.77,7
59,2024,9,340136.59,268.178,6.9,1295.91,12
59,2024,10,347822.07,197.604,3.02,2112.89,18
59,2024,11,391945.46,237.214,4.46,1772.39,7
59,2024,12,460441.24,364.539,8.31,1415.1,17
59,2025,1,429371.99,268.463,6.15,1408.51,13
59,2025,2,528469.59,431.687,5.39,2861.08,14
59,2025,3,410089.45,110.917,3.16,1133.12,12
59,2025,4,469803.27,350.291,3.96,2952.13,18
59,2025,5,600001.79,546.383,7.19,2449.99,10
59,2025,6,459043.87,220.736,8.98,819.33,6
59,2025,7,789535.63,994.916,8.69,3693.38,16
59,2025,8,935471.2,795.204,6.28,4084.35,20
59,2025,9,663876.87,152.031,6.44,787.42,6
59,2025,10,648788.95,419.03,6.3,2144.11,10
59,2025,11,507335.0,177.24,8.17,722.97,6
59,2025,12,690455.39,852.878,8.99,3061.27,17
60,2024,1,788450.71,616.061,7.25,2740.93,18
60,2024,2,634556.76,184.111,3.32,1913.39,19
60,2024,3,654762.22,477.012,8.3,1853.55,13
60,2024,4,780297.46,562.748,9.82,1910.58,9
60,2024,5,564070.06,128.924,9.94,418.49,5
60,2024,6,645725.31,460.843,4.12,3725.56,16
60,2024,7,676126.57,459.736,5.62,2639.47,16
60,2024,8,635531.57,364.418,7.05,1666.3,12
60,2024,9,542519.61,199.354,3.33,1997.62,8
60,2024,10,414126.96,138.704,4.04,1107.75,5
60,2024,11,471074.33,320.639,8.12,1316.0,8
60,2024,12,477029.78,285.978,9.78,942.99,7
60,2025,1,740221.13,877.844,10.0,2832.77,20
60,2025,2,594939.73,138.394,3.59,1378.61,8
60,2025,3,526619.44,169.653,6.14,891.2,10
60,2025,4,697748.75,582.824,6.54,2970.75,16
60,2025,5,656230.27,404.463,6.63,1969.11,8
60,2025,6,532645.44,161.341,6.92,777.56,9
60,2025,7,514846.14,339.252,8.88,1232.51,10
60,2025,8,692868.84,785.717,8.98,2822.97,19
60,2025,9,610674.8,423.841,5.47,2583.22,16
60,2025,10,549583.87,308.596,7.83,1270.98,8
60,2025,11,774234.44,858.726,7.9,3625.52,15
60,2025,12,802104.95,530.532,6.03,2837.26,15
61,2024,1,825897.57,822.329,8.75,3033.31,12
61,2024,2,757318.17,433.523,6.35,2353.02,21
61,2024,3,655702.71,240.759,6.6,1177.46,5
61,2024,4,937569.92,859.813,8.62,3323.55,21
61,2024,5,746841.53,261.205,3.65,2306.32,18
61,2024,6,574060.49,133.133,4.9,905.32,9
61,2024,7,471149.16,199.528,4.55,1415.27,6
61,2024,8,443377.63,186.217,4.8,1252.42,6
61,2024,9,385610.65,144.831,5.88,820.55,8
61,2024,10,577701.49,721.888,8.66,2689.15,21
61,2024,11,456719.6,115.593,9.37,411.28,5
61,2024,12,496133.78,341.725,7.9,1395.43,12
61,2025,1,747562.39,732.474,8.55,2764.42,15
61,2025,2,987547.79,939.806,8.56,3922.38,19
61,2025,3,781773.87,331.582,5.37,1990.65,17
61,2025,4,592173.6,159.626,3.18,1673.27,18
61,2025,5,973938.99,1045.308,7.69,4387.06,17
61,2025,6,971368.15,510.843,7.2,2365.52,16
61,2025,7,751930.98,358.345,9.18,1258.56,9
61,2025,8,749020.78,375.16,8.01,1510.97,12
61,2025,9,599238.43,232.768,5.57,1392.35,6
61,2025,10,506598.68,305.514,7.78,1266.52,8
61,2025,11,498026.24,337.91,6.2,1816.32,21
61,2025,12,775985.08,1016.311,8.77,3737.63,20
62,2024,1,750170.33,637.15,6.33,3247.77,18
62,2024,2,1154273.47,1217.983,8.73,4812.56,20
62,2024,3,1026168.88,433.572,8.05,1736.87,17
62,2024,4,927371.99,568.042,9.85,1921.41,10
62,2024,5,883687.45,458.474,6.72,2200.47,20
62,2024,6,769580.96,378.321,8.99,1402.05,13
62,2024,7,668117.4,292.923,8.18,1155.25,5
62,2024,8,627847.9,430.584,5.75,2413.53,15
62,2024,9,472909.69,161.111,5.73,937.88,6
62,2024,10,468121.6,329.238,7.05,1507.4,7
62,2024,11,526314.01,419.985,3.69,3795.97,17
62,2024,12,833558.78,943.625,8.55,3561.19,19
62,2025,1,526079.32,60.351,3.06,636.37,7
62,2025,2,541674.68,390.893,6.68,2089.56,11
62,2025,3,541096.27,269.602,8.44,1030.22,8
62,2025,4,437567.19,121.994,8.59,473.34,5
62,2025,5,513587.18,389.05,7.14,1758.3,20
62,2025,6,530498.2,277.645,7.5,1233.94,9
62,2025,7,539910.11,330.012,5.44,1957.07,13
62,2025,8,827963.75,944.458,6.61,4605.84,18
62,2025,9,622071.68,173.963,8.06,719.42,5
62,2025,10,546427.25,284.071,3.43,2674.77,14
62,2025,11,557838.08,313.235,8.31,1256.79,6
62,2025,12,661643.49,548.782,7.07,2502.98,12
63,2024,1,588146.69,481.3,4.11,3780.59,21
63,2024,2,507597.05,221.481,5.66,1350.02,8
63,2024,3,801351.87,789.797,5.97,4267.16,17
63,2024,4,660958.78,275.106,5.37,1708.75,13
63,2024,5,594903.53,286.716,4.33,2135.69,11
63,2024,6,645115.44,455.169,9.56,1587.87,8
63,2024,7,554053.85,312.714,3.1,3248.99,18
63,2024,8,669575.93,599.866,6.46,2996.62,14
63,2024,9,578781.41,339.796,4.14,2738.33,18
63,2024,10,1136162.98,1551.08,9.27,5397.18,21
63,2024,11,878789.42,183.037,7.21,846.39,6
63,2024,12,789556.62,360.819,4.41,2637.67,17
63,2025,1,809958.48,716.065,5.85,3945.56,19
63,2025,2,672403.08,199.034,5.3,1342.08,11
63,2025,3,569613.16,270.969,3.6,2430.36,10
63,2025,4,475954.94,228.601,6.62,1150.5,8
63,2025,5,736433.17,700.403,6.97,3241.18,16
63,2025,6,627350.29,329.694,6.5,1690.62,14
63,2025,7,511002.67,180.519,3.44,1692.67,17
63,2025,8,922737.22,1063.843,9.56,3589.26,16
63,2025,9,967422.9,673.042,7.4,3032.81,16
63,2025,10,620913.11,114.082,4.47,823.28,9
63,2025,11,612045.52,339.161,7.21,1567.36,19
63,2025,12,821843.17,853.351,7.87,3497.55,20
64,2024,1,648495.58,623.627,9.91,2029.69,9
64,2024,2,848518.66,712.432,7.67,3204.52,17
64,2024,3,629047.79,144.816,7.16,652.26,5
64,2024,4,689452.08,490.102,6.56,2489.96,16
64,2024,5,738685.46,390.809,5.16,2441.85,10
64,2024,6,701452.66,398.172,7.02,1891.38,9
64,2024,7,576244.23,261.555,6.94,1214.99,5
64,2024,8,786861.45,706.186,6.46,3527.15,17
64,2024,9,1067758.95,1114.223,8.06,4605.33,21
64,2024,10,1041888.21,587.255,7.17,2642.91,11
64,2024,11,1016246.39,795.282,6.34,4180.94,20
64,2024,12,952424.29,634.209,9.36,2184.82,15
64,2025,1,786219.06,309.906,3.67,2723.02,18
64,2025,2,772211.1,512.611,6.97,2626.05,14
64,2025,3,940763.44,863.328,6.93,4019.51,16
64,2025,4,750967.76,264.951,8.5,1038.75,9
64,2025,5,578961.3,167.772,8.37,646.97,5
64,2025,6,552249.5,399.677,3.38,3939.48,21
64,2025,7,720300.43,732.507,9.35,2527.55,20
64,2025,8,697213.75,408.081,8.14,1616.27,7
64,2025,9,836551.16,776.253,9.31,2778.97,13
64,2025,10,963124.14,782.549,6.18,4083.9,17
64,2025,11,714964.54,166.185,3.52,1575.83,9
64,2025,12,549718.29,152.571,4.7,1046.33,5
65,2024,1,581780.27,717.084,9.91,2334.89,13
65,2024,2,474558.15,89.612,3.7,834.43,5
65,2024,3,443350.58,328.898,9.3,1141.08,6
65,2024,4,351429.9,122.985,3.87,1060.07,9
65,2024,5,544520.67,486.318,9.21,1703.49,8
65,2024,6,355800.86,74.804,3.6,693.19,6
65,2024,7,497031.46,511.332,5.28,3123.65,21
65,2024,8,680120.36,759.048,4.55,5383.12,21
65,2024,9,550737.12,200.962,9.0,744.54,5
65,2024,10,413410.38,139.414,4.19,1072.36,7
65,2024,11,398587.79,269.178,8.67,1034.73,7
65,2024,12,359956.59,232.087,7.95,941.18,6
65,2025,1,560911.08,699.394,8.58,2630.54,15
65,2025,2,545291.27,276.045,3.81,2588.24,10
